molecule_chembl_id,canonical_smiles,bioactivity_class,standard_value
CHEMBL4205782,CS(=O)(=O)c1ccc(COc2ccc(Cl)cc2CN2CCN(C(=O)CNC(=O)C3CC34CCC(F)(F)CC4)CC2)cc1,active,35.0
CHEMBL4205782,CS(=O)(=O)c1ccc(COc2ccc(Cl)cc2CN2CCN(C(=O)CNC(=O)C3CC34CCC(F)(F)CC4)CC2)cc1,active,19.0
CHEMBL4208258,CS(=O)(=O)c1ccc(CNc2ccc(Cl)cc2CN2CCN(C(=O)CNC(=O)CC3CCC(F)(F)CC3)CC2)cc1,active,28.0
CHEMBL4203388,CS(=O)(=O)c1ccc(CNc2ccc(Cl)cc2CN2CCN(C(=O)CNC(=O)C3CC34CCC(F)(F)CC4)CC2)cc1,active,40.0
CHEMBL4218620,[2H]C([2H])(c1cc(Cl)ccc1NCc1ccc(S(C)(=O)=O)cc1)N1CCN(C(=O)CNC(=O)C2CC23CCC(F)(F)CC3)CC1,active,21.0
CHEMBL4536298,NC(=O)C1CCN(CCOc2ccc(-c3n[nH]cc3-c3ccccc3)c(O)c2)CC1,intermediate,3100.0
CHEMBL4441098,Cc1[nH]nc(-c2ccc(OCCN3CCC(C(N)=O)CC3)cc2O)c1-c1ccc(Cl)cc1,active,50.0
CHEMBL1655,CN(C)CCOc1ccc(/C(=C(/CCCl)c2ccccc2)c2ccccc2)cc1,active,90.0
CHEMBL35228,COc1ccc2nc3cc(Cl)ccc3c(Nc3cc(CN4CCCC4)c(O)c(CN4CCCC4)c3)c2n1,active,820.0
CHEMBL7568,CCN(CC)CCCC(C)Nc1c2ccc(Cl)cc2nc2ccc(OC)cc12,intermediate,1050.0
CHEMBL47298,CCN(CC)CCOc1ccc2c(c1)C(=O)c1cc(OCCN(CC)CC)ccc1-2,intermediate,1140.0
CHEMBL1360108,N#Cc1c(NCCN)nc(-c2ccccc2)c2c1CCCC2,inactive,24400.0
CHEMBL1372119,O=[N+]([O-])c1cc(S(=O)(=O)NCCN2CCOCC2)ccc1Sc1nnnn1-c1ccccc1,intermediate,1900.0
CHEMBL4778899,CCCNC(=O)[C@@H]1O[C@H]1C(=O)N[C@@H](Cc1ccc(C)cc1)C(=O)N[C@H](C(=O)N1CCN(Cc2ccccc2)CC1)c1ccccc1,active,70.0
CHEMBL809,CN[C@H]1CC[C@@H](c2ccc(Cl)c(Cl)c2)c2ccccc21,intermediate,3730.0
CHEMBL4065616,CCC(CC)COC(=O)[C@H](C)N[P@](=O)(OC[C@H]1O[C@@](C#N)(c2ccc3c(N)ncnn23)[C@H](O)[C@@H]1O)Oc1ccccc1,active,320.0
CHEMBL5092756,CCCCCCCCCCCCCC(=O)O[C@@H]1[C@H](O)[C@@H](CO[P@@](=O)(N[C@H](C)C(=O)OCC(CC)CC)Oc2ccccc2)O[C@@]1(C#N)c1ccc2c(N)ncnn12,active,670.0
CHEMBL5077949,CCCCCCCCCCOCCC(=O)O[C@@H]1[C@H](O)[C@@H](CO[P@@](=O)(N[C@H](C)C(=O)OCC(CC)CC)Oc2ccccc2)O[C@@]1(C#N)c1ccc2c(N)ncnn12,active,300.0
CHEMBL5086796,CCC(CC)COC(=O)[C@@H](C)N[P@](=O)(OC[C@H]1O[C@@](C#N)(c2ccc3c(N)ncnn23)[C@H](OC(=O)CCCCCCCCCCCN=[N+]=[N-])[C@@H]1O)Oc1ccccc1,active,500.0
CHEMBL5084250,CCCCCCCCCCCCCCCC(=O)O[C@@H]1[C@H](O)[C@@H](CO[P@@](=O)(N[C@H](C)C(=O)OCC(CC)CC)Oc2ccccc2)O[C@@]1(C#N)c1ccc2c(N)ncnn12,intermediate,7200.0
CHEMBL5074199,CCSCCCCCCCCCCCC(=O)O[C@@H]1[C@H](O)[C@@H](CO[P@@](=O)(N[C@H](C)C(=O)OCC(CC)CC)Oc2ccccc2)O[C@@]1(C#N)c1ccc2c(N)ncnn12,active,250.0
CHEMBL5090826,CCCCCCCCCCCCCC(=O)O[C@H]1[C@@H](O)[C@](C#N)(c2ccc3c(N)ncnn23)O[C@@H]1CO[P@@](=O)(N[C@H](C)C(=O)OCC(CC)CC)Oc1ccccc1,active,710.0
CHEMBL5079736,CCCCCCCCCCOCCC(=O)O[C@H]1[C@@H](O)[C@](C#N)(c2ccc3c(N)ncnn23)O[C@@H]1CO[P@@](=O)(N[C@H](C)C(=O)OCC(CC)CC)Oc1ccccc1,active,160.0
CHEMBL5084473,CCC(CC)COC(=O)[C@@H](C)N[P@](=O)(OC[C@H]1O[C@@](C#N)(c2ccc3c(N)ncnn23)[C@H](O)[C@@H]1OC(=O)CCCCCCCCCCCN=[N+]=[N-])Oc1ccccc1,active,450.0
CHEMBL5085366,CCCCCCCCCCCCCCCC(=O)O[C@H]1[C@@H](O)[C@](C#N)(c2ccc3c(N)ncnn23)O[C@@H]1CO[P@@](=O)(N[C@H](C)C(=O)OCC(CC)CC)Oc1ccccc1,intermediate,2900.0
CHEMBL5092860,CCSCCCCCCCCCCCC(=O)O[C@H]1[C@@H](O)[C@](C#N)(c2ccc3c(N)ncnn23)O[C@@H]1CO[P@@](=O)(N[C@H](C)C(=O)OCC(CC)CC)Oc1ccccc1,active,280.0
CHEMBL5086165,CCCCCCCCCCCCCC(=O)O[C@H]1[C@@H](OC(=O)CCCCCCCCCCCCC)[C@](C#N)(c2ccc3c(N)ncnn23)O[C@@H]1CO[P@@](=O)(N[C@H](C)C(=O)OCC(CC)CC)Oc1ccccc1,inactive,12100.0
CHEMBL5080493,CCCCCCCCCCOCCC(=O)O[C@H]1[C@@H](OC(=O)CCOCCCCCCCCCC)[C@](C#N)(c2ccc3c(N)ncnn23)O[C@@H]1CO[P@@](=O)(N[C@H](C)C(=O)OCC(CC)CC)Oc1ccccc1,inactive,50000.0
CHEMBL111077,CCCCCCCCCCCCCC(=O)O,inactive,50000.0
CHEMBL1871969,CCCCCCCCCCOCCC(=O)O,inactive,50000.0
CHEMBL1760728,CCSCCCCCCCCCCCC(=O)O,inactive,50000.0
CHEMBL5086572,[N-]=[N+]=NCCCCCCCCCCCC(=O)O,inactive,50000.0
CHEMBL4065616,CCC(CC)COC(=O)[C@H](C)N[P@](=O)(OC[C@H]1O[C@@](C#N)(c2ccc3c(N)ncnn23)[C@H](O)[C@@H]1O)Oc1ccccc1,inactive,24000.0
CHEMBL5092756,CCCCCCCCCCCCCC(=O)O[C@@H]1[C@H](O)[C@@H](CO[P@@](=O)(N[C@H](C)C(=O)OCC(CC)CC)Oc2ccccc2)O[C@@]1(C#N)c1ccc2c(N)ncnn12,inactive,50000.0
CHEMBL5077949,CCCCCCCCCCOCCC(=O)O[C@@H]1[C@H](O)[C@@H](CO[P@@](=O)(N[C@H](C)C(=O)OCC(CC)CC)Oc2ccccc2)O[C@@]1(C#N)c1ccc2c(N)ncnn12,inactive,36000.0
CHEMBL5086796,CCC(CC)COC(=O)[C@@H](C)N[P@](=O)(OC[C@H]1O[C@@](C#N)(c2ccc3c(N)ncnn23)[C@H](OC(=O)CCCCCCCCCCCN=[N+]=[N-])[C@@H]1O)Oc1ccccc1,inactive,50000.0
CHEMBL5084250,CCCCCCCCCCCCCCCC(=O)O[C@@H]1[C@H](O)[C@@H](CO[P@@](=O)(N[C@H](C)C(=O)OCC(CC)CC)Oc2ccccc2)O[C@@]1(C#N)c1ccc2c(N)ncnn12,inactive,50000.0
CHEMBL5074199,CCSCCCCCCCCCCCC(=O)O[C@@H]1[C@H](O)[C@@H](CO[P@@](=O)(N[C@H](C)C(=O)OCC(CC)CC)Oc2ccccc2)O[C@@]1(C#N)c1ccc2c(N)ncnn12,inactive,29000.0
CHEMBL5090826,CCCCCCCCCCCCCC(=O)O[C@H]1[C@@H](O)[C@](C#N)(c2ccc3c(N)ncnn23)O[C@@H]1CO[P@@](=O)(N[C@H](C)C(=O)OCC(CC)CC)Oc1ccccc1,inactive,50000.0
CHEMBL5079736,CCCCCCCCCCOCCC(=O)O[C@H]1[C@@H](O)[C@](C#N)(c2ccc3c(N)ncnn23)O[C@@H]1CO[P@@](=O)(N[C@H](C)C(=O)OCC(CC)CC)Oc1ccccc1,inactive,14000.0
CHEMBL5084473,CCC(CC)COC(=O)[C@@H](C)N[P@](=O)(OC[C@H]1O[C@@](C#N)(c2ccc3c(N)ncnn23)[C@H](O)[C@@H]1OC(=O)CCCCCCCCCCCN=[N+]=[N-])Oc1ccccc1,inactive,50000.0
CHEMBL5085366,CCCCCCCCCCCCCCCC(=O)O[C@H]1[C@@H](O)[C@](C#N)(c2ccc3c(N)ncnn23)O[C@@H]1CO[P@@](=O)(N[C@H](C)C(=O)OCC(CC)CC)Oc1ccccc1,inactive,50000.0
CHEMBL5092860,CCSCCCCCCCCCCCC(=O)O[C@H]1[C@@H](O)[C@](C#N)(c2ccc3c(N)ncnn23)O[C@@H]1CO[P@@](=O)(N[C@H](C)C(=O)OCC(CC)CC)Oc1ccccc1,inactive,50000.0
CHEMBL5086165,CCCCCCCCCCCCCC(=O)O[C@H]1[C@@H](OC(=O)CCCCCCCCCCCCC)[C@](C#N)(c2ccc3c(N)ncnn23)O[C@@H]1CO[P@@](=O)(N[C@H](C)C(=O)OCC(CC)CC)Oc1ccccc1,inactive,50000.0
CHEMBL5080493,CCCCCCCCCCOCCC(=O)O[C@H]1[C@@H](OC(=O)CCOCCCCCCCCCC)[C@](C#N)(c2ccc3c(N)ncnn23)O[C@@H]1CO[P@@](=O)(N[C@H](C)C(=O)OCC(CC)CC)Oc1ccccc1,inactive,50000.0
CHEMBL111077,CCCCCCCCCCCCCC(=O)O,inactive,50000.0
CHEMBL1871969,CCCCCCCCCCOCCC(=O)O,inactive,50000.0
CHEMBL1760728,CCSCCCCCCCCCCCC(=O)O,inactive,50000.0
CHEMBL5086572,[N-]=[N+]=NCCCCCCCCCCCC(=O)O,inactive,50000.0
CHEMBL4065616,CCC(CC)COC(=O)[C@H](C)N[P@](=O)(OC[C@H]1O[C@@](C#N)(c2ccc3c(N)ncnn23)[C@H](O)[C@@H]1O)Oc1ccccc1,active,1000.0
CHEMBL5086796,CCC(CC)COC(=O)[C@@H](C)N[P@](=O)(OC[C@H]1O[C@@](C#N)(c2ccc3c(N)ncnn23)[C@H](OC(=O)CCCCCCCCCCCN=[N+]=[N-])[C@@H]1O)Oc1ccccc1,active,190.0
CHEMBL5084473,CCC(CC)COC(=O)[C@@H](C)N[P@](=O)(OC[C@H]1O[C@@](C#N)(c2ccc3c(N)ncnn23)[C@H](O)[C@@H]1OC(=O)CCCCCCCCCCCN=[N+]=[N-])Oc1ccccc1,active,830.0
CHEMBL5080493,CCCCCCCCCCOCCC(=O)O[C@H]1[C@@H](OC(=O)CCOCCCCCCCCCC)[C@](C#N)(c2ccc3c(N)ncnn23)O[C@@H]1CO[P@@](=O)(N[C@H](C)C(=O)OCC(CC)CC)Oc1ccccc1,intermediate,5000.0
CHEMBL6246,O=c1oc2c(O)c(O)cc3c(=O)oc4c(O)c(O)cc1c4c23,intermediate,1400.0
CHEMBL5183759,C=C(C)O[C@@H]1[C@@H](OC(C)=O)[C@H](NC(=O)[C@]23CCC(C)(C)C[C@H]2C2=CC[C@@H]4[C@@]5(C)CCC(=O)C(C)(C)[C@@H]5CC[C@@]4(C)[C@]2(C)CC3=O)O[C@H](COC(C)=O)[C@@H]1OC(C)=O,active,59.2
CHEMBL5199121,C#CN(CCCC1(C)N=N1)C(=O)[C@]12CCC(C)(C)C[C@H]1C1=CC[C@@H]3[C@@]4(C)CCC(=O)C(C)(C)[C@@H]4CC[C@@]3(C)[C@]1(C)CC2=O,active,467.3
CHEMBL221722,NC(=O)c1nc(F)cnc1O,inactive,67000.0
CHEMBL221722,NC(=O)c1nc(F)cnc1O,inactive,67000.0
CHEMBL4068210,CCC(CC)COC(=O)[C@H](C)NP(=O)(OC[C@H]1O[C@@](C#N)(c2ccc3c(N)ncnn23)[C@H](O)[C@@H]1O)Oc1ccccc1,inactive,86000.0
CHEMBL5172194,O=C(CNCCC1CCN(Cc2ccccc2)CC1)Nn1c2ccccc2c2ccccc21,active,370.0
CHEMBL5197749,O=C(CN1CCCC1)NNc1ccccc1Sc1cc(Cl)ccc1[N+](=O)[O-],intermediate,2040.0
CHEMBL5171151,CCN(CC)CC(=O)NNc1ccccc1Sc1cc(Cl)ccc1[N+](=O)[O-],intermediate,4690.0
CHEMBL5176722,FC(C1=Nc2ccccc2N=C(c2ccccc2)C1)C(F)(F)F,inactive,10000.0
CHEMBL1655,CN(C)CCOc1ccc(/C(=C(/CCCl)c2ccccc2)c2ccccc2)cc1,active,162.0
CHEMBL1201203,CN1[C@@H]2CC[C@H]1C[C@@H](OC(c1ccccc1)c1ccccc1)C2,intermediate,8070.0
CHEMBL809,CN[C@H]1CC[C@@H](c2ccc(Cl)c(Cl)c2)c2ccccc21,intermediate,3130.0
CHEMBL490,Fc1ccc([C@@H]2CCNC[C@H]2COc2ccc3c(c2)OCO3)cc1,intermediate,7450.0
CHEMBL1008,CC(C)COCC(CN(Cc1ccccc1)c1ccccc1)N1CCCC1,intermediate,5080.0
CHEMBL415,CN(C)CCCN1c2ccccc2CCc2ccc(Cl)cc21,inactive,11400.0
CHEMBL479,CSc1ccc2c(c1)N(CCC1CCCCN1C)c1ccccc1S2,intermediate,6240.0
CHEMBL11,CN(C)CCCN1c2ccccc2CCc2ccccc21,inactive,13700.0
CHEMBL91704,CN1CCN(C(=O)N[C@@H](Cc2ccccc2)C(=O)N[C@H](/C=C/S(=O)(=O)c2ccccc2)CCc2ccccc2)CC1,active,0.36
CHEMBL5190923,CCN1CCN(C(=O)N[C@@H](Cc2ccccc2)C(=O)N[C@H](/C=C/S(=O)(=O)c2ccccc2)CCc2ccccc2)CC1,active,0.04
CHEMBL5185113,CC(C)N1CCN(C(=O)N[C@@H](Cc2ccccc2)C(=O)N[C@H](/C=C/S(=O)(=O)c2ccccc2)CCc2ccccc2)CC1,active,0.04
CHEMBL5181012,CCCN1CCN(C(=O)N[C@@H](Cc2ccccc2)C(=O)N[C@H](/C=C/S(=O)(=O)c2ccccc2)CCc2ccccc2)CC1,active,0.04
CHEMBL5198546,O=C(N[C@H](/C=C/S(=O)(=O)c1ccccc1)CCc1ccccc1)[C@H](Cc1ccccc1)NC(=O)N1CCN(c2ccccc2)CC1,active,0.04
CHEMBL4743491,COCCN1CCN(C(=O)N[C@@H](Cc2ccccc2)C(=O)N[C@H](/C=C/S(=O)(=O)c2ccccc2)CCc2ccccc2)CC1,active,0.04
CHEMBL4755358,CC(C)(C)N1CCN(C(=O)N[C@@H](Cc2ccccc2)C(=O)N[C@H](/C=C/S(=O)(=O)c2ccccc2)CCc2ccccc2)CC1,active,0.04
CHEMBL4297643,Cc1cccc(/C=N/Nc2cc(N3CCOCC3)nc(OCCc3ccccn3)n2)c1,active,10.0
CHEMBL263634,CC(C)(C)OC(=O)N[C@@H](Cc1c[nH]c2ccccc12)C(=O)NNC(=O)OCC(=O)N1CCCc2ccccc21,inactive,193000.0
CHEMBL5290974,COC(=O)[C@H]1C[C@H](OCCN)[C@@H](O[C@H]2O[C@H](CO)[C@@H](O)[C@H](O)[C@@H]2O)C[C@@H]1C(=O)OC,inactive,620000.0
CHEMBL5290974,COC(=O)[C@H]1C[C@H](OCCN)[C@@H](O[C@H]2O[C@H](CO)[C@@H](O)[C@H](O)[C@@H]2O)C[C@@H]1C(=O)OC,active,60.0
CHEMBL3121700,[N-]=[N+]=NCCO[C@H]1C[C@H](C(=O)NCc2ccc(CO)cc2)[C@@H](C(=O)NCc2ccc(CO)cc2)C[C@@H]1O[C@H]1O[C@H](CO)[C@@H](O)[C@H](O)[C@@H]1O,active,60.0
CHEMBL5275329,CCN(CC)Cc1cc(Nc2ccnc3cc(I)ccc23)ccc1O,active,640.0
CHEMBL5287023,CCN(CC)Cc1cc(Nc2c(Oc3ccccc3)cnc3cc(Cl)ccc23)ccc1O,active,730.0
CHEMBL5281963,CCCCCCNCc1cc(Nc2ccnc3cc(Cl)ccc23)ccc1O,active,290.0
CHEMBL528236,CCCCN(CCCC)Cc1cc(Nc2ccnc3cc(Cl)ccc23)ccc1O,active,720.0
CHEMBL5281554,CCCCCCCCN(C)Cc1cc(Nc2ccnc3cc(I)ccc23)ccc1O,active,260.0
CHEMBL1655,CN(C)CCOc1ccc(/C(=C(/CCCl)c2ccccc2)c2ccccc2)cc1,active,70.0
CHEMBL83,CC/C(=C(\c1ccccc1)c1ccc(OCCN(C)C)cc1)c1ccccc1,active,100.0
CHEMBL28211,COc1ccc2c(c1)CCC(c1ccccc1)=C2c1ccc(OCCN2CCCC2)cc1,active,100.0
CHEMBL4754864,CCC(c1ccccc1)C(O)(c1ccc(OCCN(C)C)cc1)c1cccc(O)c1,intermediate,1740.0
CHEMBL2105395,OCCOc1ccc(/C(=C(/CCCl)c2ccccc2)c2ccccc2)cc1,intermediate,3800.0
CHEMBL392916,CCC(=C(c1ccc(OCCN2CCCC2)cc1)c1ccc(OCCN2CCCC2)cc1)c1ccccc1,active,20.0
CHEMBL4747864,CC1=C(c2ccc(O)cc2)[C@H](c2ccc(OCCN3CCCCC3)cc2)Oc2ccccc21,intermediate,1500.0
CHEMBL81,O=C(c1ccc(OCCN2CCCCC2)cc1)c1c(-c2ccc(O)cc2)sc2cc(O)ccc12,intermediate,1240.0
CHEMBL4741938,COc1ccc2c(Oc3ccc(OCCN4CCCCC4)cc3)c(-c3ccccc3)sc2c1,active,260.0
CHEMBL226269,Oc1ccc2c(Oc3ccc(OCCN4CCCCC4)cc3)c(-c3ccc(F)cc3)sc2c1,active,980.0
CHEMBL226329,Nc1ccc(-c2sc3cc(O)ccc3c2Oc2ccc(OCCN3CCCCC3)cc2)cc1,active,130.0
CHEMBL226327,Oc1ccc2c(Oc3ccc(OCCN4CCCCC4)cc3)c(-c3ccccc3)sc2c1,active,300.0
CHEMBL4797649,COc1ccc(-c2sc3cc(OC)ccc3c2Oc2ccc(OCCN3CCC(CCNC(=O)CCCCNC(=O)OC(C)(C)C)CC3)cc2)cc1,active,800.0
CHEMBL4751659,COc1ccc2c(Oc3ccc(OCCN4CCCCC4)cc3)c(-c3ccc(Br)cc3)[s+]([O-])c2c1,intermediate,2140.0
CHEMBL4746824,COc1ccc2c(Oc3ccc(OCCN4CCCCC4)cc3)c(-c3ccc(Br)cc3)sc2c1,active,630.0
CHEMBL4532671,Cc1ccccc1C(=O)c1sc2cc(O)ccc2c1Oc1ccc(OCCN2CC(CF)C2)cc1,intermediate,1020.0
CHEMBL4543096,Cc1cc(F)cc(C)c1C(=O)c1sc2cc(O)ccc2c1Oc1ccc(OCCN2CC(CF)C2)cc1,intermediate,1320.0
CHEMBL4297509,CCNCCc1ccc(CN(CC)c2cc(OC)ccc2[C@@H]2CCc3cc(O)ccc3C2)cc1,active,240.0
CHEMBL46740,Cc1c(-c2ccc(O)cc2)n(Cc2ccc(OCCN3CCCCCC3)cc2)c2ccc(O)cc12,intermediate,2240.0
CHEMBL520107,Cc1c(-c2ccc(O)cc2)nn(-c2ccc(O)cc2)c1-c1ccc(OCCN2CCCCC2)cc1,intermediate,1310.0
CHEMBL4745844,CC/C(=C(/c1ccc(N)cc1)c1ccc(OCCN2CCCC2)cc1)c1ccccc1,active,130.0
CHEMBL4743737,CC/C(=C(/c1ccc(NCCN2CCCC2)cc1)c1ccc(OCCN2CCCC2)cc1)c1ccccc1,active,330.0
CHEMBL4795040,CC/C(=C(/c1ccc(NCCN2CCOCC2)cc1)c1ccc(OCCN2CCOCC2)cc1)c1ccccc1,active,230.0
CHEMBL4754810,CC/C(=C(/c1ccc(NC(=O)C2CCN(C)CC2)cc1)c1ccc(OCCN2CCCC2)cc1)c1ccccc1,active,10.0
CHEMBL4757636,CC/C(=C(/c1ccc(NC(=O)N2CCN(C)CC2)cc1)c1ccc(OCCN2CCCC2)cc1)c1ccccc1,active,30.0
CHEMBL4782391,CC/C(=C(/c1ccc(NC(=O)C2CCN(C)C2)cc1)c1ccc(OCCN2CCCC2)cc1)c1ccccc1,active,20.0
CHEMBL4796723,CC/C(=C(/c1ccc(NC(=O)C2CCN(C3CCN(C)CC3)CC2)cc1)c1ccc(OCCN2CCCC2)cc1)c1ccccc1,active,180.0
CHEMBL4761341,CC/C(=C(/c1ccc(NC(=O)CN2CCN(C)CC2)cc1)c1ccc(OCCN2CCCC2)cc1)c1ccccc1,active,10.0
CHEMBL4751531,CC/C(=C(/c1ccc(NC(=O)CC2CCN(C)CC2)cc1)c1ccc(OCCN2CCCC2)cc1)c1ccccc1,active,6.0
CHEMBL4742939,CC/C(=C(/c1ccc(NC(=O)CN2CCOCC2)cc1)c1ccc(OCCN2CCCC2)cc1)c1ccccc1,active,350.0
CHEMBL4760524,CC/C(=C(/c1ccc(NC(=O)CN2CCOCC2)cc1)c1ccc(OCCN2CCOCC2)cc1)c1ccccc1,active,740.0
CHEMBL4278533,CC1(C)[C@H]2CC[C@]1(C)[C@H](OC(=O)CCN1CCCCC1)C2,inactive,47500.0
CHEMBL4759028,CC1(C)[C@H]2CC[C@]1(C)[C@H](OC(=O)CCN1CCCCC1)C2.Cl,intermediate,9100.0
CHEMBL4288786,CC1CCN(CCC(=O)O[C@@H]2C[C@@H]3CC[C@@]2(C)C3(C)C)CC1,inactive,54300.0
CHEMBL4792802,CC1CCN(CCC(=O)O[C@@H]2C[C@@H]3CC[C@@]2(C)C3(C)C)CC1.Cl,inactive,64700.0
CHEMBL221722,NC(=O)c1nc(F)cnc1O,inactive,67000.0
CHEMBL5169358,COc1ccc(S(=O)(=O)N(CC(=O)Nc2ccccc2-c2ccccc2)c2ccc(C)cc2)cc1,intermediate,8070.0
CHEMBL5193528,CCOc1ccc(NC(=O)CSc2nnc(COc3cccc(N(C)C)c3)n2-c2ccccc2)cc1,inactive,10000.0
